Player,Stat,25th Percentile,50th Percentile (Median),75th Percentile
Keaton Middleton,Goals,0.0,1.0,1.0
Keaton Middleton,Assists,1.0,1.5,2.0
Keaton Middleton,Points,1.0,2.0,3.0
Jason Robertson,Goals,37.75,42.0,46.0
Jason Robertson,Assists,40.0,43.0,48.0
Jason Robertson,Points,79.0,85.5,92.0
Roope Hintz,Goals,36.0,40.0,43.0
Roope Hintz,Assists,37.0,41.0,47.0
Roope Hintz,Points,75.0,79.5,87.0
Wyatt Johnston,Goals,29.0,32.0,36.25
Wyatt Johnston,Assists,34.75,38.0,43.0
Wyatt Johnston,Points,64.75,71.5,77.0
Jamie Benn,Goals,20.0,22.0,25.0
Jamie Benn,Assists,30.0,34.0,38.0
Jamie Benn,Points,52.0,56.0,61.25
Tyler Seguin,Goals,20.0,24.0,27.0
Tyler Seguin,Assists,25.0,29.0,32.0
Tyler Seguin,Points,47.0,53.0,58.0
Matt Duchene,Goals,21.0,25.0,28.0
Matt Duchene,Assists,31.0,35.0,40.0
Matt Duchene,Points,55.0,61.0,66.0
Mason Marchment,Goals,13.0,15.0,17.25
Mason Marchment,Assists,23.0,27.0,31.0
Mason Marchment,Points,37.0,43.0,47.0
Evgeni Dadonov,Goals,11.0,13.0,16.0
Evgeni Dadonov,Assists,11.0,14.0,17.0
Evgeni Dadonov,Points,24.0,27.0,31.25
Logan Stankoven,Goals,8.0,10.0,12.0
Logan Stankoven,Assists,25.0,28.5,32.0
Logan Stankoven,Points,35.0,38.0,41.0
Sam Steel,Goals,5.0,7.0,9.0
Sam Steel,Assists,12.0,15.0,17.25
Sam Steel,Points,19.0,22.0,25.0
Colin Blackwell,Goals,5.0,6.0,8.0
Colin Blackwell,Assists,10.0,12.0,15.0
Colin Blackwell,Points,15.75,19.0,22.25
Mavrik Bourque,Goals,8.0,10.0,12.0
Mavrik Bourque,Assists,12.0,14.0,17.0
Mavrik Bourque,Points,21.0,24.0,28.0
Miro Heiskanen,Goals,8.0,10.0,12.0
Miro Heiskanen,Assists,31.0,36.0,39.25
Miro Heiskanen,Points,40.0,46.0,51.0
Esa Lindell,Goals,4.0,6.0,8.0
Esa Lindell,Assists,21.0,25.0,28.0
Esa Lindell,Points,27.0,31.0,35.0
Thomas Harley,Goals,2.0,4.0,5.0
Thomas Harley,Assists,18.0,20.0,21.0
Thomas Harley,Points,21.0,23.5,27.0
Ilya Lyubushkin,Goals,1.0,1.5,2.0
Ilya Lyubushkin,Assists,11.0,14.0,16.0
Ilya Lyubushkin,Points,12.0,15.5,18.0
Matt Dumba,Goals,0.0,1.0,1.0
Matt Dumba,Assists,5.0,8.0,9.0
Matt Dumba,Points,6.0,8.0,10.0
Nils Lundkvist,Goals,0.0,1.0,2.0
Nils Lundkvist,Assists,10.0,12.0,14.25
Nils Lundkvist,Points,11.0,13.0,15.0
Brendan Smith,Goals,0.0,1.0,2.0
Brendan Smith,Assists,0.0,1.0,2.0
Brendan Smith,Points,1.0,2.5,4.0
Kirill Kaprizov,Goals,39.0,43.0,47.0
Kirill Kaprizov,Assists,35.0,38.0,42.0
Kirill Kaprizov,Points,76.0,82.0,88.0
Matthew Boldy,Goals,26.0,29.0,33.0
Matthew Boldy,Assists,32.0,35.0,39.0
Matthew Boldy,Points,61.0,64.0,70.0
Joel Eriksson-Ek,Goals,12.0,15.0,18.0
Joel Eriksson-Ek,Assists,36.0,39.0,43.0
Joel Eriksson-Ek,Points,51.0,54.0,59.0
Mats Zuccarello,Goals,19.0,22.0,26.0
Mats Zuccarello,Assists,34.0,39.0,44.0
Mats Zuccarello,Points,56.75,61.0,67.0
Marcus Foligno,Goals,19.0,22.0,24.0
Marcus Foligno,Assists,23.0,26.0,29.0
Marcus Foligno,Points,43.0,47.0,51.25
Ryan Hartman,Goals,20.0,23.0,27.0
Ryan Hartman,Assists,26.0,30.0,36.0
Ryan Hartman,Points,48.0,55.0,60.0
Frederick Gaudreau,Goals,7.0,10.0,11.25
Frederick Gaudreau,Assists,10.0,12.0,15.0
Frederick Gaudreau,Points,19.75,22.0,25.0
Marcus Johansson,Goals,9.0,11.0,14.0
Marcus Johansson,Assists,13.0,16.0,19.0
Marcus Johansson,Points,24.0,28.0,31.0
Marco Rossi,Goals,11.0,13.0,15.25
Marco Rossi,Assists,11.0,13.0,16.0
Marco Rossi,Points,23.0,26.0,31.0
Marat Kushnutdinov,Goals,9.0,11.0,13.0
Marat Kushnutdinov,Assists,11.0,13.5,16.0
Marat Kushnutdinov,Points,21.0,24.0,28.0
Yakov Trenin,Goals,5.0,7.0,8.0
Yakov Trenin,Assists,5.0,7.0,9.0
Yakov Trenin,Points,11.0,13.0,16.0
Jakub Lauko,Goals,3.0,4.0,5.0
Jakub Lauko,Assists,11.0,13.0,16.0
Jakub Lauko,Points,15.0,17.5,21.0
Liam Ohgren,Goals,0.0,1.0,1.0
Liam Ohgren,Assists,1.0,2.0,3.0
Liam Ohgren,Points,2.0,3.0,4.0
Brock Faber,Goals,4.0,6.0,7.0
Brock Faber,Assists,24.0,28.0,31.25
Brock Faber,Points,30.0,33.0,38.0
Jonas Brodin,Goals,5.0,7.0,9.0
Jonas Brodin,Assists,11.0,14.0,17.0
Jonas Brodin,Points,18.0,22.0,25.0
Jared Spurgeon,Goals,1.0,2.0,4.0
Jared Spurgeon,Assists,15.0,18.0,22.0
Jared Spurgeon,Points,17.0,20.0,24.0
Jake Middleton,Goals,1.0,2.0,3.0
Jake Middleton,Assists,11.0,13.0,16.0
Jake Middleton,Points,13.0,15.0,17.0
Zach Bogosian,Goals,0.0,1.0,1.0
Zach Bogosian,Assists,9.0,11.0,13.0
Zach Bogosian,Points,9.75,12.0,14.0
Jon Merrill,Goals,0.0,1.0,2.0
Jon Merrill,Assists,7.0,10.0,11.0
Jon Merrill,Points,8.0,10.0,12.0
Filip Forsberg,Goals,36.0,41.0,45.0
Filip Forsberg,Assists,33.0,37.0,44.0
Filip Forsberg,Points,73.0,79.5,85.25
Ryan O'Reilly,Goals,24.75,29.0,32.25
Ryan O'Reilly,Assists,27.75,31.0,34.25
Ryan O'Reilly,Points,55.0,60.0,66.25
Jonathan Marchessault,Goals,30.0,34.0,38.0
Jonathan Marchessault,Assists,33.75,37.0,40.0
Jonathan Marchessault,Points,66.0,70.5,77.0
Gustav Nyquist,Goals,18.0,21.0,24.0
Gustav Nyquist,Assists,32.0,36.0,40.0
Gustav Nyquist,Points,54.0,57.0,63.25
Steven Stamkos,Goals,25.0,30.0,33.0
Steven Stamkos,Assists,32.0,35.0,39.0
Steven Stamkos,Points,60.0,64.0,69.0
Tommy Novak,Goals,21.0,24.0,27.0
Tommy Novak,Assists,26.0,31.0,35.25
Tommy Novak,Points,49.75,55.0,60.5
Colton Sissons,Goals,5.0,7.0,9.0
Colton Sissons,Assists,16.0,19.0,21.25
Colton Sissons,Points,22.0,26.0,29.25
Mark Jankowski,Goals,9.0,12.0,14.0
Mark Jankowski,Assists,8.0,10.0,12.0
Mark Jankowski,Points,18.75,21.5,24.0
Luke Evangelista,Goals,10.0,12.0,14.0
Luke Evangelista,Assists,27.0,30.0,34.0
Luke Evangelista,Points,38.0,42.0,46.25
Cole Smith,Goals,2.75,4.0,5.0
Cole Smith,Assists,10.0,12.0,15.0
Cole Smith,Points,14.0,16.5,20.0
Michael McCarron,Goals,6.0,8.0,10.0
Michael McCarron,Assists,7.0,9.0,12.0
Michael McCarron,Points,15.0,17.0,20.25
Phil Tomasino,Goals,6.0,7.0,9.0
Phil Tomasino,Assists,13.0,16.0,19.0
Phil Tomasino,Points,20.0,23.0,27.0
Juuso Parssinen,Goals,0.0,0.0,1.0
Juuso Parssinen,Assists,1.0,2.0,3.0
Juuso Parssinen,Points,1.0,2.0,3.0
Roman Josi,Goals,18.0,21.0,23.25
Roman Josi,Assists,43.0,47.0,51.0
Roman Josi,Points,62.75,68.0,74.25
Brady Skjei,Goals,6.0,8.0,11.0
Brady Skjei,Assists,21.0,24.0,28.0
Brady Skjei,Points,29.0,33.0,37.25
Dante Fabbro,Goals,0.0,1.0,2.0
Dante Fabbro,Assists,17.0,20.0,24.0
Dante Fabbro,Points,18.0,22.0,25.25
Alexandre Carrier,Goals,0.0,1.0,2.0
Alexandre Carrier,Assists,13.0,16.0,19.0
Alexandre Carrier,Points,14.0,17.0,20.0
Jeremy Lauzon,Goals,0.0,1.0,2.0
Jeremy Lauzon,Assists,4.0,5.0,7.0
Jeremy Lauzon,Points,5.0,6.0,8.0
Spencer Stastney,Goals,1.0,1.0,2.0
Spencer Stastney,Assists,8.0,9.0,11.25
Spencer Stastney,Points,9.0,11.0,13.25
Luke Schenn,Goals,0.0,1.0,1.0
Luke Schenn,Assists,2.0,3.0,4.0
Luke Schenn,Points,2.0,4.0,5.0
Robert Thomas,Goals,24.0,28.0,30.0
Robert Thomas,Assists,41.0,44.0,49.25
Robert Thomas,Points,66.75,72.0,77.0
Jordan Kyrou,Goals,29.75,34.0,37.0
Jordan Kyrou,Assists,31.0,36.0,40.0
Jordan Kyrou,Points,62.75,70.0,76.0
Pavel Buchnevich,Goals,27.0,30.0,32.25
Pavel Buchnevich,Assists,29.0,34.0,38.25
Pavel Buchnevich,Points,58.75,64.0,70.0
Brayden Schenn,Goals,17.0,19.0,22.0
Brayden Schenn,Assists,25.0,28.0,31.0
Brayden Schenn,Points,44.0,48.0,51.0
Jake Neighbours,Goals,18.0,21.0,24.0
Jake Neighbours,Assists,8.0,10.0,12.25
Jake Neighbours,Points,28.0,32.0,35.25
Brandon Saad,Goals,18.0,20.0,24.0
Brandon Saad,Assists,21.0,23.0,27.0
Brandon Saad,Points,41.0,45.0,49.0
Radek Faksa,Goals,5.0,6.0,7.0
Radek Faksa,Assists,12.0,15.0,17.0
Radek Faksa,Points,18.0,21.0,24.0
Mathieu Joseph,Goals,7.0,9.0,11.0
Mathieu Joseph,Assists,20.0,23.0,26.0
Mathieu Joseph,Points,29.0,32.0,36.0
Dylan Holloway,Goals,6.0,8.0,10.0
Dylan Holloway,Assists,7.0,8.5,10.0
Dylan Holloway,Points,14.0,17.0,20.0
Alexey Toropchenko,Goals,7.0,9.0,12.0
Alexey Toropchenko,Assists,6.0,8.0,11.0
Alexey Toropchenko,Points,14.0,18.0,20.0
Oskar Sundqvist,Goals,4.0,6.0,7.0
Oskar Sundqvist,Assists,9.0,11.0,13.0
Oskar Sundqvist,Points,15.0,17.0,20.0
Alexandre Texier,Goals,6.0,8.0,11.0
Alexandre Texier,Assists,11.0,13.0,15.0
Alexandre Texier,Points,19.0,21.5,24.0
Kasperi Kapanen,Goals,0.0,0.0,1.0
Kasperi Kapanen,Assists,2.0,3.0,4.0
Kasperi Kapanen,Points,2.0,4.0,5.0
Colton Parayko,Goals,4.0,6.0,8.0
Colton Parayko,Assists,10.75,13.0,16.0
Colton Parayko,Points,16.0,19.0,22.25
Nick Leddy,Goals,2.0,4.0,5.0
Nick Leddy,Assists,20.0,24.0,26.0
Nick Leddy,Points,24.0,27.0,31.0
Justin Faulk,Goals,2.0,3.0,4.0
Justin Faulk,Assists,18.0,21.0,24.0
Justin Faulk,Points,20.0,23.0,27.0
Philip Broberg,Goals,0.0,1.0,2.0
Philip Broberg,Assists,15.0,17.0,20.0
Philip Broberg,Points,16.0,18.0,23.0
Ryan Suter,Goals,0.0,0.0,1.0
Ryan Suter,Assists,6.0,9.0,10.0
Ryan Suter,Points,7.0,9.0,11.0
Scott Perunovich,Goals,0.0,0.0,1.0
Scott Perunovich,Assists,10.0,12.0,15.0
Scott Perunovich,Points,10.75,12.5,15.0
Torey Krug,Goals,0.0,1.0,1.0
Torey Krug,Assists,2.0,3.0,4.0
Torey Krug,Points,3.0,4.0,5.0
Kyle Connor,Goals,34.0,38.0,44.0
Kyle Connor,Assists,23.75,27.0,31.0
Kyle Connor,Points,60.0,65.5,72.0
Mark Scheifele,Goals,29.75,34.0,37.0
Mark Scheifele,Assists,33.0,35.0,39.0
Mark Scheifele,Points,64.0,69.0,75.0
Gabriel Vilardi,Goals,30.0,33.0,38.0
Gabriel Vilardi,Assists,26.0,29.0,33.25
Gabriel Vilardi,Points,59.0,63.5,68.25
Cole Perfetti,Goals,15.75,18.0,20.25
Cole Perfetti,Assists,27.75,31.0,34.0
Cole Perfetti,Points,45.0,49.0,53.0
Nikolai Ehlers,Goals,18.0,22.0,25.0
Nikolai Ehlers,Assists,36.0,41.0,45.0
Nikolai Ehlers,Points,57.0,62.5,68.25
Alex Iafallo,Goals,11.0,13.0,15.0
Alex Iafallo,Assists,23.75,25.5,28.0
Alex Iafallo,Points,35.0,39.0,42.0
Nino Niederreiter,Goals,13.0,15.0,17.0
Nino Niederreiter,Assists,15.0,17.0,20.25
Nino Niederreiter,Points,28.75,33.0,36.0
Mason Appleton,Goals,9.0,11.0,13.0
Mason Appleton,Assists,14.0,18.0,21.0
Mason Appleton,Points,25.75,28.0,32.25
Adam Lowry,Goals,6.0,8.0,10.0
Adam Lowry,Assists,15.0,18.0,20.0
Adam Lowry,Points,23.0,26.0,29.0
Vladislav Namestnikov,Goals,5.0,7.0,8.0
Vladislav Namestnikov,Assists,12.0,14.0,17.0
Vladislav Namestnikov,Points,18.75,21.0,24.0
Morgan Barron,Goals,6.0,7.0,9.0
Morgan Barron,Assists,7.0,9.0,11.0
Morgan Barron,Points,13.0,16.0,18.0
Rasmus Kupari,Goals,3.0,4.0,5.0
Rasmus Kupari,Assists,10.0,12.0,14.0
Rasmus Kupari,Points,14.0,16.0,19.0
Josh Morrissey,Goals,14.0,16.0,20.0
Josh Morrissey,Assists,38.0,41.0,46.0
Josh Morrissey,Points,53.0,58.0,62.0
Dylan DeMelo,Goals,2.0,3.0,5.0
Dylan DeMelo,Assists,20.0,24.0,26.0
Dylan DeMelo,Points,23.0,27.0,30.0
Neal Pionk,Goals,1.0,2.0,3.0
Neal Pionk,Assists,13.0,15.0,17.0
Neal Pionk,Points,14.75,17.0,20.0
Dylan Samberg,Goals,1.0,2.0,3.0
Dylan Samberg,Assists,16.0,19.0,21.0
Dylan Samberg,Points,18.0,21.0,23.0
Logan Stanley,Goals,0.0,1.0,1.0
Logan Stanley,Assists,5.0,7.0,9.0
Logan Stanley,Points,6.0,8.0,10.0
Colin Miller,Goals,1.0,1.0,2.0
Colin Miller,Assists,9.0,11.0,13.0
Colin Miller,Points,10.0,12.0,14.0
Troy Terry,Goals,25.0,29.0,31.0
Troy Terry,Assists,33.0,36.0,41.0
Troy Terry,Points,60.0,65.5,72.0
Alex Killorn,Goals,25.0,28.0,32.0
Alex Killorn,Assists,32.0,34.5,39.0
Alex Killorn,Points,57.0,62.5,69.0
Leo Carlsson,Goals,20.0,23.0,26.0
Leo Carlsson,Assists,18.0,23.0,26.0
Leo Carlsson,Points,41.0,46.0,51.0
Frank Vatrano,Goals,20.0,24.0,27.0
Frank Vatrano,Assists,18.0,21.0,23.0
Frank Vatrano,Points,41.0,44.0,49.0
Trevor Zegras,Goals,16.0,19.0,21.0
Trevor Zegras,Assists,28.0,31.5,37.0
Trevor Zegras,Points,46.0,51.0,55.0
Cutter Gauthier,Goals,17.0,19.0,22.25
Cutter Gauthier,Assists,20.0,23.5,26.25
Cutter Gauthier,Points,39.0,43.0,47.0
Ryan Strome,Goals,9.0,11.0,12.25
Ryan Strome,Assists,18.0,21.0,24.25
Ryan Strome,Points,29.0,32.0,37.0
Robby Fabbri,Goals,12.0,14.0,16.0
Robby Fabbri,Assists,8.0,10.0,12.25
Robby Fabbri,Points,21.0,24.0,27.0
Mason McTavish,Goals,11.0,13.0,15.0
Mason McTavish,Assists,21.0,25.0,28.25
Mason McTavish,Points,33.0,37.0,43.0
Brett Leason,Goals,7.0,9.0,11.0
Brett Leason,Assists,7.0,9.0,10.0
Brett Leason,Points,15.0,17.5,20.0
Brock McGinn,Goals,4.0,6.0,7.0
Brock McGinn,Assists,5.0,6.0,8.0
Brock McGinn,Points,9.0,12.0,14.0
Isac Lundestrom,Goals,3.0,5.0,7.0
Isac Lundestrom,Assists,7.0,8.0,10.25
Isac Lundestrom,Points,11.0,14.0,16.0
Sam Colangelo,Goals,0.0,1.0,2.0
Sam Colangelo,Assists,1.75,2.0,4.0
Sam Colangelo,Points,3.0,4.0,5.0
Ross Johnston,Goals,0.0,0.0,1.0
Ross Johnston,Assists,0.75,1.0,2.0
Ross Johnston,Points,1.0,2.0,3.0
Cam Fowler,Goals,5.0,7.0,8.0
Cam Fowler,Assists,19.0,22.0,25.0
Cam Fowler,Points,26.0,28.5,33.0
Pavel Mintyukov,Goals,4.0,5.0,7.0
Pavel Mintyukov,Assists,17.0,20.0,22.0
Pavel Mintyukov,Points,22.0,25.0,28.25
Radko Gudas,Goals,1.0,2.0,3.0
Radko Gudas,Assists,15.0,19.0,21.0
Radko Gudas,Points,17.0,21.0,24.0
Brian Dumoulin,Goals,1.0,2.0,3.0
Brian Dumoulin,Assists,16.0,19.5,23.0
Brian Dumoulin,Points,18.0,22.0,26.0
Olen Zellweger,Goals,0.0,1.0,2.0
Olen Zellweger,Assists,10.0,12.0,14.0
Olen Zellweger,Points,11.0,13.0,15.0
Gustav Lindstrom,Goals,0.0,0.0,1.0
Gustav Lindstrom,Assists,12.0,15.0,16.25
Gustav Lindstrom,Points,13.0,15.0,17.0
Blake Coleman,Goals,25.0,29.0,33.0
Blake Coleman,Assists,24.75,28.0,32.0
Blake Coleman,Points,53.0,57.0,62.0
Mikael Backlund,Goals,12.0,16.0,20.0
Mikael Backlund,Assists,32.0,36.0,40.0
Mikael Backlund,Points,47.0,52.0,57.0
Jonathan Huberdeau,Goals,17.0,21.0,24.0
Jonathan Huberdeau,Assists,37.0,40.0,45.0
Jonathan Huberdeau,Points,56.75,62.0,67.0
Andrei Kuzmenko,Goals,26.0,30.0,34.25
Andrei Kuzmenko,Assists,23.0,26.0,30.0
Andrei Kuzmenko,Points,50.75,56.0,62.0
Nazem Kadri,Goals,18.0,21.0,24.0
Nazem Kadri,Assists,33.0,36.0,40.0
Nazem Kadri,Points,53.0,58.0,62.25
Connor Zary,Goals,21.0,25.0,28.0
Connor Zary,Assists,23.0,25.5,29.0
Connor Zary,Points,46.0,51.0,56.0
Yegor Sharangovich,Goals,15.0,17.0,19.0
Yegor Sharangovich,Assists,13.0,15.0,18.0
Yegor Sharangovich,Points,28.0,31.5,36.0
Martin Pospisil,Goals,6.0,8.0,9.0
Martin Pospisil,Assists,16.0,18.0,22.0
Martin Pospisil,Points,23.0,27.0,30.0
Anthony Mantha,Goals,13.0,16.0,19.0
Anthony Mantha,Assists,19.0,22.0,25.0
Anthony Mantha,Points,34.0,39.0,43.0
Kevin Rooney,Goals,4.0,6.0,8.0
Kevin Rooney,Assists,4.0,5.0,7.0
Kevin Rooney,Points,9.0,11.0,14.0
Ryan Lomberg,Goals,6.0,8.0,9.25
Ryan Lomberg,Assists,6.0,9.0,10.25
Ryan Lomberg,Points,14.0,17.0,20.0
Walker Dueher,Goals,7.75,9.0,12.0
Walker Dueher,Assists,14.0,16.0,18.25
Walker Dueher,Points,23.0,26.0,29.0
Dryden Hunt,Goals,0.0,1.0,1.0
Dryden Hunt,Assists,1.0,1.0,2.0
Dryden Hunt,Points,1.0,2.0,3.0
MacKenzie Weegar,Goals,7.0,9.0,10.0
MacKenzie Weegar,Assists,17.0,20.0,24.0
MacKenzie Weegar,Points,25.0,29.0,33.0
Rasmus Andersson,Goals,5.0,6.0,8.0
Rasmus Andersson,Assists,22.0,25.0,29.0
Rasmus Andersson,Points,28.0,31.0,36.0
Kevin Bahl,Goals,1.0,2.0,3.0
Kevin Bahl,Assists,8.75,11.0,13.0
Kevin Bahl,Points,10.0,13.0,16.0
Danill Miromanov,Goals,2.0,3.0,4.0
Danill Miromanov,Assists,16.0,19.0,21.25
Danill Miromanov,Points,19.0,22.0,25.0
Tyson Barrie,Goals,1.0,2.0,3.0
Tyson Barrie,Assists,10.0,12.5,14.25
Tyson Barrie,Points,12.0,14.0,17.0
Jake Bean,Goals,1.0,1.0,3.0
Jake Bean,Assists,8.0,10.0,13.0
Jake Bean,Points,9.0,12.0,14.0
Brayden Pachal,Goals,0.0,1.0,1.0
Brayden Pachal,Assists,1.0,1.0,2.0
Brayden Pachal,Points,1.0,2.0,3.25
Joel Hanley,Goals,0.0,1.0,1.0
Joel Hanley,Assists,1.0,2.0,2.0
Joel Hanley,Points,1.0,2.0,4.0
Connor McDavid,Goals,40.0,44.0,49.0
Connor McDavid,Assists,54.0,58.0,63.0
Connor McDavid,Points,94.75,102.0,109.25
Leon Draisaitl,Goals,45.0,50.0,55.0
Leon Draisaitl,Assists,44.75,50.0,54.0
Leon Draisaitl,Points,94.0,101.0,107.25
Ryan Nugent-Hopkins,Goals,19.0,22.0,25.0
Ryan Nugent-Hopkins,Assists,35.75,39.5,43.25
Ryan Nugent-Hopkins,Points,57.0,61.0,67.0
Zach Hyman,Goals,25.0,29.0,33.0
Zach Hyman,Assists,29.0,32.0,35.0
Zach Hyman,Points,56.0,61.0,66.0
Jeff Skinner,Goals,23.0,27.0,30.0
Jeff Skinner,Assists,33.0,37.5,42.0
Jeff Skinner,Points,57.0,65.0,71.0
Viktor Arvidsson,Goals,17.0,19.0,23.0
Viktor Arvidsson,Assists,25.0,28.0,32.0
Viktor Arvidsson,Points,45.0,48.0,52.25
Mattias Janmark,Goals,7.0,8.0,10.0
Mattias Janmark,Assists,14.0,17.0,20.0
Mattias Janmark,Points,21.75,26.0,29.0
Connor Brown,Goals,4.0,5.0,7.0
Connor Brown,Assists,18.0,21.0,25.0
Connor Brown,Points,23.0,28.0,32.0
Adam Henrique,Goals,14.0,16.0,19.25
Adam Henrique,Assists,18.0,20.0,23.0
Adam Henrique,Points,33.0,37.0,40.0
Derek Ryan,Goals,6.0,8.0,12.0
Derek Ryan,Assists,8.0,10.0,12.0
Derek Ryan,Points,16.0,19.0,22.25
Corey Perry,Goals,7.0,9.0,11.0
Corey Perry,Assists,10.0,13.0,14.25
Corey Perry,Points,18.0,21.5,25.0
Vasaily Podkolzin,Goals,6.0,8.0,10.0
Vasaily Podkolzin,Assists,7.0,8.0,11.0
Vasaily Podkolzin,Points,14.0,17.0,19.0
Evander Kane,Goals,0.0,1.0,2.0
Evander Kane,Assists,1.0,2.0,3.0
Evander Kane,Points,1.0,3.0,4.0
Darnell Nurse,Goals,6.0,8.0,10.0
Darnell Nurse,Assists,24.0,27.0,31.0
Darnell Nurse,Points,31.0,35.5,39.25
Evan Bouchard,Goals,8.0,10.0,12.0
Evan Bouchard,Assists,22.0,26.0,31.0
Evan Bouchard,Points,31.0,36.0,40.0
Mattias Ekholm,Goals,2.0,3.0,4.0
Mattias Ekholm,Assists,24.75,28.0,32.0
Mattias Ekholm,Points,28.0,31.0,34.0
Brett Kulak,Goals,1.0,2.0,3.0
Brett Kulak,Assists,9.0,10.0,13.0
Brett Kulak,Points,11.0,13.0,16.0
Troy Stecher,Goals,0.0,1.0,1.0
Troy Stecher,Assists,7.0,9.0,11.0
Troy Stecher,Points,8.0,10.0,12.0
Ty Emberson,Goals,0.0,1.0,1.0
Ty Emberson,Assists,9.75,11.5,14.0
Ty Emberson,Points,11.0,12.5,15.0
Josh Brown,Goals,0.0,1.0,2.0
Josh Brown,Assists,1.0,2.0,3.0
Josh Brown,Points,2.0,3.0,4.0
Anze Kopitar,Goals,32.0,36.0,40.0
Anze Kopitar,Assists,31.0,36.0,39.25
Anze Kopitar,Points,67.0,72.0,77.0
Adrian Kempe,Goals,32.0,38.0,43.0
Adrian Kempe,Assists,22.0,25.5,30.0
Adrian Kempe,Points,58.0,63.0,69.0
Kevin Fiala,Goals,28.0,32.0,36.0
Kevin Fiala,Assists,42.0,47.0,52.0
Kevin Fiala,Points,74.0,79.5,84.0
Quinton Byfield,Goals,12.0,14.0,17.0
Quinton Byfield,Assists,31.0,34.0,38.0
Quinton Byfield,Points,43.0,49.0,54.0
Phillip Danault,Goals,21.0,23.5,27.0
Phillip Danault,Assists,25.0,29.0,32.0
Phillip Danault,Points,48.0,51.0,56.25
Arthur Kaliyev,Goals,11.75,14.0,17.0
Arthur Kaliyev,Assists,24.0,27.5,32.0
Arthur Kaliyev,Points,38.0,41.5,47.0
Trevor Moore,Goals,13.0,15.0,16.25
Trevor Moore,Assists,21.0,25.0,28.0
Trevor Moore,Points,35.0,39.0,43.0
Alexis Lafferiere,Goals,6.0,8.0,10.0
Alexis Lafferiere,Assists,8.0,9.0,11.0
Alexis Lafferiere,Points,15.0,17.0,20.0
Warren Foegle,Goals,6.0,8.0,10.0
Warren Foegle,Assists,22.0,26.0,29.0
Warren Foegle,Points,29.0,33.5,38.0
Tanner Jeannot,Goals,8.0,10.5,13.0
Tanner Jeannot,Assists,7.0,8.5,11.0
Tanner Jeannot,Points,17.0,19.0,22.0
Trevor Lewis,Goals,4.0,6.0,8.0
Trevor Lewis,Assists,7.0,9.0,11.0
Trevor Lewis,Points,13.0,16.0,18.0
Alex Turcotte,Goals,5.0,7.0,9.0
Alex Turcotte,Assists,8.0,10.0,12.0
Alex Turcotte,Points,15.0,17.5,20.0
Drew Doughty,Goals,1.0,1.0,2.0
Drew Doughty,Assists,2.0,3.0,4.0
Drew Doughty,Points,3.0,5.0,6.0
Mikey Anderson,Goals,3.0,4.0,5.0
Mikey Anderson,Assists,12.0,15.0,17.0
Mikey Anderson,Points,16.0,18.0,21.0
Vladislav Gavrikov,Goals,2.0,3.0,4.0
Vladislav Gavrikov,Assists,14.75,17.5,20.0
Vladislav Gavrikov,Points,17.0,20.0,23.0
Brandt Clarke,Goals,2.0,3.0,4.25
Brandt Clarke,Assists,14.0,17.5,20.0
Brandt Clarke,Points,16.0,20.0,24.0
Jordan Spence,Goals,3.0,4.0,6.0
Jordan Spence,Assists,22.0,25.0,28.25
Jordan Spence,Points,25.0,29.0,33.25
Kyle Burroughs,Goals,0.0,1.0,2.0
Kyle Burroughs,Assists,5.0,8.0,9.0
Kyle Burroughs,Points,6.0,8.0,11.0
Joel Edmundson,Goals,0.0,1.0,2.0
Joel Edmundson,Assists,4.0,5.0,7.0
Joel Edmundson,Points,5.0,7.0,8.0
Andreas Englund,Goals,0.0,1.0,1.0
Andreas Englund,Assists,1.0,2.0,3.0
Andreas Englund,Points,1.0,3.0,4.0
Jacob Moverare,Goals,0.0,0.0,1.0
Jacob Moverare,Assists,1.0,1.0,2.0
Jacob Moverare,Points,1.0,2.0,3.0
Macklin Celebrini,Goals,22.0,25.0,29.0
Macklin Celebrini,Assists,27.0,32.5,36.0
Macklin Celebrini,Points,52.0,57.0,63.0
William Eklund,Goals,20.0,23.0,26.0
William Eklund,Assists,24.0,27.5,31.0
William Eklund,Points,46.0,50.5,56.25
Tyler Toffoli,Goals,31.0,35.0,39.0
Tyler Toffoli,Assists,29.0,33.0,37.0
Tyler Toffoli,Points,63.0,68.0,72.25
Mikael Granlund,Goals,9.75,12.0,15.0
Mikael Granlund,Assists,25.0,28.5,33.0
Mikael Granlund,Points,36.0,42.0,46.0
Fabian Zetterlund,Goals,16.0,19.0,22.25
Fabian Zetterlund,Assists,27.0,30.0,33.0
Fabian Zetterlund,Points,46.0,49.0,54.0
Alexander Wennberg,Goals,12.0,15.0,18.0
Alexander Wennberg,Assists,23.0,27.0,30.25
Alexander Wennberg,Points,37.75,41.5,46.0
Will Smith,Goals,9.0,12.0,15.25
Will Smith,Assists,11.0,13.0,15.0
Will Smith,Points,22.75,25.0,29.0
Thomas Bordeleau,Goals,11.0,13.0,16.0
Thomas Bordeleau,Assists,13.0,15.0,18.0
Thomas Bordeleau,Points,25.0,29.0,32.0
Luke Kunin,Goals,7.0,8.0,10.0
Luke Kunin,Assists,11.0,14.0,17.0
Luke Kunin,Points,19.75,22.0,25.0
Nico Sturm,Goals,6.0,8.0,9.0
