Home Team,Home Goalie,Home Score,Home Shots,Away Team,Away Goalie,Away Score,Away Shots,Overtime?,Winner
WPG,Connor Hellebuyck,3,26,COL,Alexandar Georgiev,3,34,False,COL
NSH,Scott Wedgewood,0,27,WSH,Charlie Lindgren,1,23,True,WSH
UT,Karel Vejmelka,0,29,NYI,Ilya Sorokin,1,30,True,NYI
CGY,Dustin Wolf,1,29,LA,Darcy Kuemper,2,23,True,LA
VGK,Ilya Samsonov,1,22,NYR,Igor Shesterkin,2,22,True,NYR
SJ,Yaroslav Askarov,2,16,MIN,Marc-Andre Fleury,5,37,True,MIN
DET,Cam Talbot,2,23,SEA,Philipp Grubauer,1,21,True,DET
OTT,Anton Forsberg,7,30,DAL,Casey DeSmith,5,36,True,OTT
PIT,Tristan Jarry,2,28,TB,Andrei Vasilevskiy,1,24,True,PIT
CAR,Pyotr Kochetkov,3,23,ANA,Lukas Dostal,4,26,True,ANA
VGK,Adin Hill,4,25,MIN,Filip Gustavsson,1,18,True,VGK
PHI,Samuel Ersson,4,22,FLA,Spencer Knight,2,35,True,PHI
CHI,Petr Mrazek,0,19,CGY,Dan Vladar,5,22,True,CGY
EDM,Stuart Skinner,1,36,LA,Darcy Kuemper,3,26,True,LA
BOS,Brandon Bussi,0,22,TB,Andrei Vasilevskiy,2,22,True,TB
TOR,Anthony Stolarz,1,32,DAL,Jake Oettinger,0,28,True,TOR
DET,Cam Talbot,6,26,SJ,Mackenzie Blackwood,2,16,True,DET
NJ,Jake Allen,3,27,FLA,Sergei Bobrovsky,3,30,False,FLA
PIT,Tristan Jarry,1,31,SEA,Joey Daccord,1,29,False,SEA
WSH,Logan Thompson,4,27,ANA,John Gibson,3,21,True,WSH
CBJ,Daniil Tarasov,2,24,PHI,Samuel Ersson,6,34,True,PHI
NYI,Ilya Sorokin,2,30,OTT,Linus Ullmark,1,22,True,NYI
STL,Jordan Binnington,2,30,CGY,Dustin Wolf,1,18,True,STL
NSH,Juuse Saros,1,33,VGK,Adin Hill,2,32,True,VGK
WPG,Connor Hellebuyck,2,29,VAN,Thatcher Demko,3,22,True,VAN
COL,Justus Annunen,1,32,NYR,Igor Shesterkin,4,27,True,NYR
UT,Karel Vejmelka,0,20,MTL,Caiden Primeau,3,27,True,MTL
BUF,Ukko-Pekka Luukkonen,0,23,CAR,Frederik Andersen,0,28,False,CAR
MIN,Filip Gustavsson,1,25,EDM,Stuart Skinner,4,29,True,EDM
TOR,Anthony Stolarz,1,31,NJ,Jacob Markstrom,7,30,True,NJ
OTT,Linus Ullmark,4,24,WSH,Logan Thompson,1,33,True,OTT
TB,Andrei Vasilevskiy,3,29,ANA,Lukas Dostal,1,18,True,TB
FLA,Sergei Bobrovsky,2,35,DET,Cam Talbot,1,28,True,FLA
CBJ,Daniil Tarasov,1,27,SJ,Mackenzie Blackwood,1,17,False,SJ
NYI,Semyon Varlamov,4,33,PHI,Ivan Fedotov,5,20,True,PHI
STL,Joel Hofer,5,30,CGY,Dustin Wolf,8,36,True,CGY
NSH,Juuse Saros,3,29,CHI,Petr Mrazek,1,30,True,NSH
DAL,Jake Oettinger,4,42,MTL,Caiden Primeau,3,29,True,DAL
WPG,Connor Hellebuyck,4,19,SEA,Philipp Grubauer,4,26,False,SEA
UT,Connor Ingram,4,21,NYR,Igor Shesterkin,2,27,True,UT
COL,Alexandar Georgiev,0,25,EDM,Calvin Pickard,2,39,True,EDM
VAN,Arturs Silovs,4,25,LA,David Rittich,5,21,True,LA
BUF,Devon Levi,2,27,PIT,Tristan Jarry,3,33,True,PIT
CAR,Pyotr Kochetkov,5,35,VGK,Adin Hill,2,32,True,CAR
NJ,Jacob Markstrom,4,41,PHI,Ivan Fedotov,3,34,True,NJ
OTT,Anton Forsberg,2,24,BOS,Brandon Bussi,2,19,False,BOS
COL,Alexandar Georgiev,0,26,DAL,Casey DeSmith,3,31,True,DAL
FLA,Sergei Bobrovsky,3,34,ANA,Lukas Dostal,3,24,False,ANA
MTL,Caiden Primeau,3,27,TOR,Anthony Stolarz,4,25,True,TOR
TB,Jonas Johansson,3,33,DET,Ville Husso,4,28,True,DET
NYR,Jonathan Quick,4,34,CBJ,Daniil Tarasov,3,18,True,NYR
WSH,Logan Thompson,1,27,PIT,Tristan Jarry,3,27,True,PIT
WPG,Kaapo Kahkonen,1,22,CGY,Dan Vladar,3,28,True,CGY
NYI,Semyon Varlamov,1,37,SJ,Mackenzie Blackwood,2,24,True,SJ
CHI,Petr Mrazek,5,30,VGK,Adin Hill,3,33,True,CHI
NSH,Juuse Saros,4,25,MIN,Marc-Andre Fleury,4,26,False,MIN
UT,Karel Vejmelka,2,36,STL,Joel Hofer,3,30,True,STL
VAN,Arturs Silovs,1,25,EDM,Stuart Skinner,3,26,True,EDM
SEA,Philipp Grubauer,2,27,LA,Darcy Kuemper,4,30,True,LA
NJ,Jake Allen,4,23,OTT,Anton Forsberg,2,23,True,NJ
MTL,Caiden Primeau,5,32,NYR,Igor Shesterkin,1,25,True,MTL
DAL,Jake Oettinger,4,25,DET,Cam Talbot,3,27,True,DAL
BOS,Joonas Korpisalo,4,24,SJ,Mackenzie Blackwood,0,25,True,BOS
COL,Justus Annunen,2,29,MIN,Marc-Andre Fleury,2,23,False,MIN
SEA,Joey Daccord,3,30,BUF,Ukko-Pekka Luukkonen,3,24,False,BUF
VGK,Adin Hill,4,30,STL,Jordan Binnington,3,24,True,VGK
TOR,Anthony Stolarz,4,30,TB,Andrei Vasilevskiy,4,28,False,TB
NYI,Semyon Varlamov,2,23,CBJ,Daniil Tarasov,1,27,True,NYI
CHI,Laurent Brossoit,3,27,CAR,Frederik Andersen,3,36,False,CAR
UT,Connor Ingram,7,21,WPG,Connor Hellebuyck,4,29,True,UT
LA,Darcy Kuemper,3,28,PIT,Alex Nedelkovich,5,21,True,PIT
MTL,Sam Montembeault,1,22,TB,Andrei Vasilevskiy,3,39,True,TB
NYR,Igor Shesterkin,2,28,OTT,Linus Ullmark,2,21,False,OTT
PHI,Samuel Ersson,1,21,DET,Ville Husso,3,35,True,DET
NSH,Juuse Saros,4,43,SJ,Mackenzie Blackwood,0,18,True,NSH
DAL,Jake Oettinger,1,32,CAR,Pyotr Kochetkov,5,30,True,CAR
EDM,Calvin Pickard,2,25,WSH,Charlie Lindgren,2,29,False,WSH
VAN,Arturs Silovs,3,36,BUF,Ukko-Pekka Luukkonen,3,20,False,BUF
ANA,Lukas Dostal,2,22,FLA,Sergei Bobrovsky,5,33,True,FLA
TOR,Anthony Stolarz,2,29,CBJ,Daniil Tarasov,1,22,True,TOR
NJ,Jacob Markstrom,5,35,BOS,Joonas Korpisalo,5,35,False,BOS
COL,Alexandar Georgiev,2,34,WPG,Connor Hellebuyck,3,19,True,WPG
LA,David Rittich,3,23,FLA,Spencer Knight,3,24,False,FLA
BOS,Brandon Bussi,3,28,OTT,Linus Ullmark,3,25,False,OTT
DET,Ville Husso,3,29,MTL,Caiden Primeau,3,20,False,MTL
NYR,Igor Shesterkin,5,34,PHI,Ivan Fedotov,0,23,True,NYR
CAR,Frederik Andersen,3,37,CBJ,Elvis Merzlikins,4,21,True,CBJ
STL,Jordan Binnington,2,27,VGK,Ilya Samsonov,1,33,True,STL
MIN,Marc-Andre Fleury,3,27,UT,Connor Ingram,2,24,True,MIN
CGY,Dan Vladar,4,35,BUF,Ukko-Pekka Luukkonen,0,28,True,CGY
EDM,Calvin Pickard,3,35,VAN,Arturs Silovs,2,20,True,EDM
ANA,Lukas Dostal,4,30,PIT,Tristan Jarry,3,36,True,ANA
SEA,Joey Daccord,2,19,WSH,Logan Thompson,2,30,False,WSH
SJ,Yaroslav Askarov,4,19,NSH,Scott Wedgewood,1,24,True,SJ
NYI,Ilya Sorokin,1,26,PHI,Samuel Ersson,3,27,True,PHI
CHI,Petr Mrazek,3,25,TB,Andrei Vasilevskiy,0,22,True,CHI
DAL,Jake Oettinger,2,28,VGK,Ilya Samsonov,1,24,True,DAL
WPG,Kaapo Kahkonen,4,32,UT,Connor Ingram,6,33,True,UT
BOS,Brandon Bussi,2,25,COL,Alexandar Georgiev,6,30,True,COL
EDM,Stuart Skinner,9,44,BUF,Devon Levi,1,19,True,EDM
SEA,Philipp Grubauer,2,23,PIT,Alex Nedelkovich,3,32,True,PIT
MTL,Caiden Primeau,4,34,NJ,Jacob Markstrom,0,28,True,MTL
OTT,Anton Forsberg,1,22,TOR,Anthony Stolarz,2,33,True,TOR
DET,Ville Husso,2,21,TB,Andrei Vasilevskiy,5,30,True,TB
CBJ,Elvis Merzlikins,3,27,LA,Darcy Kuemper,1,24,True,CBJ
STL,Joel Hofer,1,20,DAL,Casey DeSmith,3,27,True,DAL
MIN,Marc-Andre Fleury,3,28,CGY,Dan Vladar,3,17,False,CGY
NYI,Semyon Varlamov,1,21,CAR,Frederik Andersen,4,31,True,CAR
VAN,Thatcher Demko,2,21,WSH,Logan Thompson,1,19,True,VAN
ANA,Lukas Dostal,4,23,NSH,Scott Wedgewood,5,41,True,NSH
SJ,Yaroslav Askarov,2,22,FLA,Spencer Knight,0,39,True,SJ
NYR,Igor Shesterkin,2,20,COL,Alexandar Georgiev,2,32,False,COL
OTT,Linus Ullmark,4,33,UT,Karel Vejmelka,3,27,True,OTT
WPG,Connor Hellebuyck,2,22,CGY,Dan Vladar,3,29,True,CGY
CHI,Petr Mrazek,2,21,MIN,Filip Gustavsson,3,33,True,MIN
VGK,Ilya Samsonov,1,19,FLA,Sergei Bobrovsky,4,26,True,FLA
DET,Ville Husso,5,29,LA,Darcy Kuemper,4,32,True,DET
PHI,Ivan Fedotov,3,29,NJ,Jake Allen,3,40,False,NJ
STL,Joel Hofer,3,29,VAN,Thatcher Demko,3,24,False,VAN
EDM,Calvin Pickard,1,24,SEA,Philipp Grubauer,2,21,True,SEA
SJ,Mackenzie Blackwood,1,19,PIT,Tristan Jarry,4,37,True,PIT
BUF,Ukko-Pekka Luukkonen,5,23,BOS,Joonas Korpisalo,4,28,True,BUF
MTL,Sam Montembeault,2,29,WPG,Connor Hellebuyck,4,34,True,WPG
TB,Andrei Vasilevskiy,4,24,CHI,Laurent Brossoit,2,30,True,TB
NYR,Jonathan Quick,3,28,CAR,Pyotr Kochetkov,1,23,True,NYR
NYI,Ilya Sorokin,3,25,COL,Alexandar Georgiev,2,25,True,NYI
CGY,Dan Vladar,2,31,WSH,Logan Thompson,1,24,True,CGY
VGK,Adin Hill,3,25,DAL,Jake Oettinger,2,28,True,VGK
SEA,Philipp Grubauer,5,24,ANA,Lukas Dostal,3,30,True,SEA
TOR,Joeseph Woll,5,30,MIN,Marc-Andre Fleury,1,19,True,TOR
FLA,Sergei Bobrovsky,3,28,LA,Darcy Kuemper,4,26,True,LA
NJ,Jacob Markstrom,5,24,PHI,Samuel Ersson,1,35,True,NJ
NSH,Scott Wedgewood,6,32,VAN,Thatcher Demko,0,31,True,NSH
UT,Connor Ingram,2,20,PIT,Tristan Jarry,3,27,True,PIT
BOS,Joonas Korpisalo,2,23,WPG,Connor Hellebuyck,1,18,True,BOS
MTL,Sam Montembeault,4,30,MIN,Filip Gustavsson,2,30,True,MTL
OTT,Linus Ullmark,5,19,WSH,Logan Thompson,4,34,True,OTT
TB,Andrei Vasilevskiy,1,20,LA,David Rittich,2,18,True,LA
PHI,Samuel Ersson,0,33,NYI,Semyon Varlamov,1,30,True,NYI
CAR,Pyotr Kochetkov,2,31,CHI,Laurent Brossoit,3,26,True,CHI
CGY,Dustin Wolf,5,38,ANA,John Gibson,4,18,True,CGY
EDM,Stuart Skinner,1,33,DET,Ville Husso,2,22,True,DET
VGK,Ilya Samsonov,5,35,CBJ,Elvis Merzlikins,2,22,True,VGK
SEA,Philipp Grubauer,1,25,SJ,Mackenzie Blackwood,0,19,True,SEA
BUF,Devon Levi,2,20,NSH,Juuse Saros,3,38,True,NSH
DAL,Casey DeSmith,0,27,VAN,Arturs Silovs,1,31,True,VAN
COL,Justus Annunen,3,37,STL,Joel Hofer,1,21,True,COL
UT,Connor Ingram,1,19,CBJ,Elvis Merzlikins,2,31,True,CBJ
FLA,Sergei Bobrovsky,4,35,CHI,Petr Mrazek,1,24,True,FLA
BOS,Joonas Korpisalo,1,23,NYR,Igor Shesterkin,4,32,True,NYR
OTT,Linus Ullmark,3,18,MIN,Filip Gustavsson,1,21,True,OTT
TB,Andrei Vasilevskiy,2,26,NYI,Semyon Varlamov,2,21,False,NYI
PIT,Alex Nedelkovich,4,25,NSH,Juuse Saros,1,22,True,PIT
WSH,Logan Thompson,4,25,WPG,Connor Hellebuyck,3,22,True,WSH
CAR,Pyotr Kochetkov,2,32,LA,Darcy Kuemper,2,25,False,LA
EDM,Stuart Skinner,4,26,TOR,Joeseph Woll,5,27,True,TOR
CGY,Dustin Wolf,2,24,DET,Cam Talbot,2,20,False,DET
BUF,Ukko-Pekka Luukkonen,1,31,NJ,Jacob Markstrom,6,39,True,NJ
COL,Justus Annunen,3,35,PHI,Samuel Ersson,3,30,False,PHI
ANA,Lukas Dostal,4,37,MTL,Sam Montembeault,3,33,True,ANA
FLA,Sergei Bobrovsky,0,31,NYI,Semyon Varlamov,3,18,True,NYI
NYR,Igor Shesterkin,2,19,VGK,Adin Hill,1,20,True,NYR
DAL,Jake Oettinger,5,38,CBJ,Daniil Tarasov,2,18,True,DAL
UT,Connor Ingram,2,23,STL,Jordan Binnington,4,22,True,STL
VAN,Thatcher Demko,2,20,DET,Ville Husso,2,30,False,DET
SEA,Philipp Grubauer,4,18,CGY,Dustin Wolf,5,21,True,CGY
NSH,Juuse Saros,4,34,OTT,Anton Forsberg,3,34,True,NSH
BOS,Brandon Bussi,0,18,MIN,Marc-Andre Fleury,2,21,True,MIN
BUF,Ukko-Pekka Luukkonen,3,30,CBJ,Daniil Tarasov,2,28,True,BUF
TB,Jonas Johansson,1,21,OTT,Linus Ullmark,1,19,False,OTT
PIT,Alex Nedelkovich,1,28,NJ,Jake Allen,2,32,True,NJ
WSH,Charlie Lindgren,3,32,FLA,Sergei Bobrovsky,4,24,True,FLA
NYI,Ilya Sorokin,2,24,VGK,Adin Hill,4,31,True,VGK
STL,Joel Hofer,0,22,EDM,Stuart Skinner,4,43,True,EDM
WPG,Connor Hellebuyck,1,29,CAR,Pyotr Kochetkov,1,24,False,CAR
CGY,Dustin Wolf,1,24,TOR,Anthony Stolarz,2,31,True,TOR
UT,Karel Vejmelka,5,34,PHI,Ivan Fedotov,3,23,True,UT
VAN,Arturs Silovs,4,35,COL,Justus Annunen,3,28,True,VAN
ANA,John Gibson,5,26,DAL,Casey DeSmith,4,35,True,ANA
SEA,Joey Daccord,4,21,DET,Cam Talbot,3,26,True,SEA
SJ,Yaroslav Askarov,3,35,MTL,Caiden Primeau,5,23,True,MTL
NYR,Igor Shesterkin,3,27,BOS,Brandon Bussi,2,19,True,NYR
CHI,Laurent Brossoit,1,28,EDM,Calvin Pickard,4,42,True,EDM
LA,Darcy Kuemper,1,27,MTL,Sam Montembeault,4,19,True,MTL
TB,Andrei Vasilevskiy,4,23,OTT,Anton Forsberg,1,20,True,TB
NJ,Jake Allen,3,34,VGK,Ilya Samsonov,4,28,True,VGK
PHI,Samuel Ersson,2,21,WSH,Charlie Lindgren,3,25,True,WSH
CBJ,Elvis Merzlikins,3,23,UT,Connor Ingram,1,21,True,CBJ
STL,Joel Hofer,3,26,FLA,Sergei Bobrovsky,2,28,True,STL
MIN,Marc-Andre Fleury,1,25,CAR,Frederik Andersen,3,26,True,CAR
CGY,Dustin Wolf,3,31,COL,Alexandar Georgiev,6,29,True,COL
SEA,Joey Daccord,3,29,TOR,Joeseph Woll,2,27,True,SEA
SJ,Yaroslav Askarov,2,25,VAN,Arturs Silovs,3,28,True,VAN
NYR,Jonathan Quick,2,37,PIT,Alex Nedelkovich,3,30,True,PIT
WPG,Connor Hellebuyck,0,21,NYI,Semyon Varlamov,0,33,False,NYI
CHI,Petr Mrazek,3,25,NSH,Juuse Saros,3,25,False,NSH
EDM,Stuart Skinner,1,29,COL,Alexandar Georgiev,0,24,True,EDM
LA,Darcy Kuemper,5,20,DAL,Jake Oettinger,1,24,True,LA
MTL,Sam Montembeault,0,20,NJ,Jacob Markstrom,3,30,True,NJ
DET,Ville Husso,0,30,TB,Andrei Vasilevskiy,6,34,True,TB
CAR,Pyotr Kochetkov,3,34,UT,Connor Ingram,0,19,True,CAR
BOS,Joonas Korpisalo,0,22,VGK,Ilya Samsonov,4,31,True,VGK
FLA,Spencer Knight,2,25,OTT,Linus Ullmark,2,25,False,OTT
PHI,Ivan Fedotov,3,33,PIT,Tristan Jarry,3,27,False,PIT
CBJ,Elvis Merzlikins,3,23,NYR,Jonathan Quick,3,28,False,NYR
STL,Joel Hofer,5,29,CHI,Laurent Brossoit,2,32,True,STL
VAN,Arturs Silovs,5,32,TOR,Anthony Stolarz,1,30,True,VAN
NSH,Juuse Saros,5,35,BUF,Devon Levi,3,26,True,NSH
MIN,Filip Gustavsson,3,27,NYI,Ilya Sorokin,2,20,True,MIN
CGY,Dan Vladar,1,20,SEA,Joey Daccord,2,20,True,SEA
LA,Darcy Kuemper,6,34,ANA,Lukas Dostal,2,20,True,LA
SJ,Mackenzie Blackwood,2,21,DAL,Casey DeSmith,2,38,False,DAL
WSH,Charlie Lindgren,4,30,UT,Connor Ingram,3,34,True,WSH
MTL,Caiden Primeau,2,19,TB,Andrei Vasilevskiy,1,21,True,MTL
PHI,Ivan Fedotov,4,22,EDM,Stuart Skinner,3,37,True,PHI
PIT,Tristan Jarry,4,22,WSH,Logan Thompson,0,27,True,PIT
DET,Cam Talbot,3,27,MIN,Filip Gustavsson,0,28,True,DET
BUF,Devon Levi,0,28,NYR,Jonathan Quick,2,22,True,NYR
FLA,Spencer Knight,5,25,SEA,Philipp Grubauer,4,28,True,FLA
NJ,Jacob Markstrom,1,25,DAL,Jake Oettinger,3,28,True,DAL
NSH,Scott Wedgewood,2,24,COL,Alexandar Georgiev,2,26,False,COL
BOS,Brandon Bussi,10,34,ANA,Lukas Dostal,2,22,True,BOS
TOR,Anthony Stolarz,5,27,CAR,Frederik Andersen,0,25,True,TOR
OTT,Linus Ullmark,2,21,MTL,Sam Montembeault,2,28,False,MTL
CBJ,Daniil Tarasov,6,25,CHI,Petr Mrazek,4,24,True,CBJ
STL,Joel Hofer,0,18,WPG,Kaapo Kahkonen,5,31,True,WPG
LA,Darcy Kuemper,1,31,UT,Karel Vejmelka,2,25,True,UT
VGK,Ilya Samsonov,3,29,VAN,Thatcher Demko,1,24,True,VGK
WSH,Charlie Lindgren,4,22,EDM,Stuart Skinner,2,26,True,WSH
PIT,Alex Nedelkovich,4,27,NYR,Jonathan Quick,4,33,False,NYR
DET,Cam Talbot,2,34,ANA,John Gibson,2,21,False,ANA
TB,Andrei Vasilevskiy,3,31,SEA,Philipp Grubauer,1,23,True,TB
STL,Joel Hofer,5,23,COL,Justus Annunen,3,35,True,STL
NSH,Scott Wedgewood,3,34,NJ,Jacob Markstrom,1,27,True,NSH
CHI,Laurent Brossoit,2,25,TOR,Joeseph Woll,2,25,False,TOR
NYI,Semyon Varlamov,1,19,DAL,Jake Oettinger,2,32,True,DAL
CGY,Dan Vladar,7,37,SJ,Yaroslav Askarov,2,22,True,CGY
UT,Karel Vejmelka,6,29,VAN,Thatcher Demko,3,22,True,UT
WPG,Connor Hellebuyck,6,26,SJ,Mackenzie Blackwood,1,25,True,WPG
LA,David Rittich,0,31,VGK,Adin Hill,2,32,True,VGK
BOS,Joonas Korpisalo,0,27,TOR,Anthony Stolarz,5,31,True,TOR
BUF,Ukko-Pekka Luukkonen,2,23,ANA,Lukas Dostal,2,22,False,ANA
MTL,Caiden Primeau,3,18,CAR,Frederik Andersen,4,37,True,CAR
TB,Andrei Vasilevskiy,2,26,EDM,Stuart Skinner,4,28,True,EDM
PHI,Samuel Ersson,4,34,PIT,Tristan Jarry,4,26,False,PIT
WSH,Logan Thompson,5,26,CGY,Dan Vladar,2,31,True,WSH
CBJ,Elvis Merzlikins,1,27,DAL,Jake Oettinger,7,35,True,DAL
NYI,Ilya Sorokin,4,22,NYR,Jonathan Quick,5,33,True,NYR
STL,Joel Hofer,0,19,SEA,Joey Daccord,0,20,False,SEA
NSH,Juuse Saros,1,32,FLA,Sergei Bobrovsky,1,25,False,FLA
MIN,Filip Gustavsson,7,30,DET,Ville Husso,3,26,True,MIN
UT,Karel Vejmelka,2,23,CHI,Petr Mrazek,1,19,True,UT
OTT,Linus Ullmark,2,24,WPG,Connor Hellebuyck,2,18,False,WPG
COL,Alexandar Georgiev,3,28,NJ,Jacob Markstrom,4,27,True,NJ
LA,Darcy Kuemper,5,28,VAN,Arturs Silovs,2,27,True,LA
BOS,Brandon Bussi,3,21,NYI,Ilya Sorokin,2,26,True,BOS
MTL,Caiden Primeau,2,24,SJ,Mackenzie Blackwood,0,20,True,MTL
DET,Ville Husso,0,19,CBJ,Daniil Tarasov,4,32,True,CBJ
TB,Andrei Vasilevskiy,3,25,CGY,Dustin Wolf,3,25,False,CGY
FLA,Spencer Knight,5,27,EDM,Calvin Pickard,2,25,True,FLA
PIT,Alex Nedelkovich,2,24,PHI,Ivan Fedotov,3,23,True,PHI
WSH,Logan Thompson,5,28,STL,Jordan Binnington,5,26,False,STL
CAR,Frederik Andersen,2,33,BUF,Ukko-Pekka Luukkonen,3,20,True,BUF
NSH,Scott Wedgewood,2,31,WPG,Connor Hellebuyck,6,24,True,WPG
UT,Karel Vejmelka,2,31,MIN,Marc-Andre Fleury,4,26,True,MIN
VGK,Ilya Samsonov,3,27,CHI,Laurent Brossoit,3,19,False,CHI
ANA,Lukas Dostal,5,23,VAN,Thatcher Demko,2,33,True,ANA
NYR,Jonathan Quick,3,24,TOR,Joeseph Woll,4,22,True,TOR
DAL,Casey DeSmith,1,27,LA,Darcy Kuemper,4,29,True,LA
COL,Alexandar Georgiev,0,30,MIN,Filip Gustavsson,7,30,True,MIN
NYI,Ilya Sorokin,1,28,NSH,Juuse Saros,4,31,True,NSH
WSH,Charlie Lindgren,1,20,TB,Jonas Johansson,2,32,True,TB
CBJ,Daniil Tarasov,7,29,DET,Ville Husso,3,20,True,CBJ
FLA,Sergei Bobrovsky,5,27,CGY,Dan Vladar,1,27,True,FLA
PIT,Alex Nedelkovich,1,20,BOS,Joonas Korpisalo,3,36,True,BOS
BUF,Ukko-Pekka Luukkonen,2,28,MTL,Sam Montembeault,0,19,True,BUF
OTT,Linus Ullmark,3,34,SJ,Mackenzie Blackwood,2,16,True,OTT
CAR,Frederik Andersen,3,28,EDM,Stuart Skinner,2,34,True,CAR
WPG,Kaapo Kahkonen,2,19,PHI,Samuel Ersson,1,26,True,WPG
STL,Joel Hofer,2,30,LA,David Rittich,2,18,False,LA
UT,Connor Ingram,5,32,NJ,Jake Allen,3,24,True,UT
ANA,John Gibson,6,27,CHI,Laurent Brossoit,3,23,True,ANA
SEA,Philipp Grubauer,4,26,VAN,Thatcher Demko,5,26,True,VAN
PIT,Alex Nedelkovich,1,25,TOR,Joeseph Woll,4,22,True,TOR
MIN,Marc-Andre Fleury,3,26,BOS,Joonas Korpisalo,1,20,True,MIN
CAR,Pyotr Kochetkov,2,24,CGY,Dustin Wolf,2,24,False,CGY
DAL,Casey DeSmith,1,23,STL,Jordan Binnington,1,21,False,STL
NYR,Igor Shesterkin,1,29,NSH,Juuse Saros,2,23,True,NSH
VGK,Ilya Samsonov,2,21,NJ,Jacob Markstrom,2,35,False,NJ
WSH,Charlie Lindgren,3,20,OTT,Linus Ullmark,5,30,True,OTT
MTL,Caiden Primeau,2,29,BUF,Devon Levi,2,29,False,BUF
FLA,Sergei Bobrovsky,1,24,TB,Andrei Vasilevskiy,4,31,True,TB
NYR,Igor Shesterkin,5,34,NYI,Ilya Sorokin,3,21,True,NYR
TOR,Joeseph Woll,5,29,SJ,Yaroslav Askarov,1,16,True,TOR
CHI,Petr Mrazek,3,19,LA,Darcy Kuemper,3,27,False,LA
BOS,Joonas Korpisalo,1,21,NSH,Scott Wedgewood,2,27,True,NSH
BUF,Ukko-Pekka Luukkonen,5,36,SJ,Mackenzie Blackwood,4,31,True,BUF
DET,Cam Talbot,2,17,CAR,Frederik Andersen,5,26,True,CAR
TB,Jonas Johansson,4,38,CBJ,Daniil Tarasov,4,28,False,CBJ
PHI,Ivan Fedotov,5,29,CGY,Dan Vladar,0,25,True,PHI
NYI,Ilya Sorokin,5,33,WPG,Kaapo Kahkonen,1,23,True,NYI
DAL,Casey DeSmith,5,39,NJ,Jake Allen,3,23,True,DAL
COL,Justus Annunen,5,36,PIT,Tristan Jarry,2,29,True,COL
EDM,Stuart Skinner,2,26,ANA,Lukas Dostal,2,18,False,ANA
SEA,Philipp Grubauer,3,29,MIN,Marc-Andre Fleury,3,26,False,MIN
NYR,Jonathan Quick,4,33,WSH,Charlie Lindgren,4,30,False,WSH
CHI,Petr Mrazek,0,23,OTT,Linus Ullmark,4,26,True,OTT
VGK,Ilya Samsonov,4,28,TOR,Anthony Stolarz,1,32,True,VGK
VAN,Arturs Silovs,7,25,ANA,John Gibson,1,18,True,VAN
LA,David Rittich,5,34,STL,Joel Hofer,1,21,True,LA
DET,Cam Talbot,5,22,UT,Karel Vejmelka,2,20,True,DET
TB,Andrei Vasilevskiy,1,21,BUF,Devon Levi,3,29,True,BUF
FLA,Spencer Knight,3,28,CBJ,Elvis Merzlikins,0,22,True,FLA
PHI,Samuel Ersson,4,34,WPG,Connor Hellebuyck,1,26,True,PHI
CAR,Frederik Andersen,5,30,BOS,Brandon Bussi,1,22,True,CAR
NSH,Juuse Saros,7,31,SEA,Philipp Grubauer,0,26,True,NSH
DAL,Jake Oettinger,3,30,CGY,Dan Vladar,2,22,True,DAL
EDM,Calvin Pickard,3,35,MTL,Caiden Primeau,4,32,True,MTL
COL,Justus Annunen,1,23,SJ,Yaroslav Askarov,1,15,False,SJ
NJ,Jake Allen,2,23,WPG,Kaapo Kahkonen,3,26,True,WPG
WSH,Logan Thompson,2,31,DET,Cam Talbot,6,27,True,DET
CHI,Petr Mrazek,2,22,UT,Karel Vejmelka,1,30,True,CHI
VAN,Thatcher Demko,2,30,MIN,Filip Gustavsson,2,18,False,MIN
VGK,Adin Hill,2,26,PIT,Alex Nedelkovich,4,28,True,PIT
ANA,John Gibson,2,32,STL,Joel Hofer,5,34,True,STL
OTT,Anton Forsberg,3,29,NYR,Jonathan Quick,4,31,True,NYR
PHI,Ivan Fedotov,1,22,SEA,Philipp Grubauer,6,34,True,SEA
TB,Andrei Vasilevskiy,1,21,BOS,Brandon Bussi,3,25,True,BOS
FLA,Sergei Bobrovsky,2,35,BUF,Ukko-Pekka Luukkonen,5,24,True,BUF
COL,Justus Annunen,1,24,TOR,Joeseph Woll,3,24,True,TOR
CGY,Dustin Wolf,2,22,MTL,Sam Montembeault,3,27,True,MTL
NSH,Juuse Saros,3,22,CHI,Petr Mrazek,3,26,False,CHI
LA,Darcy Kuemper,4,34,STL,Jordan Binnington,3,29,True,LA
EDM,Stuart Skinner,2,32,DAL,Casey DeSmith,5,37,True,DAL
SJ,Mackenzie Blackwood,2,20,NYI,Semyon Varlamov,1,30,True,SJ
PHI,Ivan Fedotov,3,20,NJ,Jacob Markstrom,2,39,True,PHI
WSH,Logan Thompson,3,20,SEA,Joey Daccord,1,24,True,WSH
MIN,Marc-Andre Fleury,2,31,PIT,Alex Nedelkovich,5,24,True,PIT
CAR,Frederik Andersen,2,27,WPG,Connor Hellebuyck,4,22,True,WPG
NYR,Igor Shesterkin,5,37,CBJ,Elvis Merzlikins,6,30,True,CBJ
VGK,Ilya Samsonov,1,32,LA,Darcy Kuemper,1,32,False,LA
VAN,Thatcher Demko,2,24,DAL,Jake Oettinger,2,34,False,DAL
